0 1 0 0 0 0 13.14084
0 1 0 0 0 1 12.59572
0 1 0 0 0 2 17.24182
0 1 0 0 0 3 13.46415
0 1 0 0 0 4 14.27977
0 1 0 0 0 5 13.22717
0 1 0 0 0 6 18.01589
0 1 0 0 0 7 13.51886
0 1 0 0 0 8 13.69833
0 1 0 0 1 0 10.01406
0 1 0 0 1 1 9.18534
0 1 0 0 1 2 14.04118
0 1 0 0 1 3 8.43369
0 1 0 0 1 4 9.23546
0 1 0 0 1 5 8.77686
0 1 0 0 1 6 14.70496
0 1 0 0 1 7 8.99782
0 1 0 0 1 8 9.44589
0 1 0 0 2 0 7.89345
0 1 0 0 2 1 7.23637
0 1 0 0 2 2 12.02720
0 1 0 0 2 3 6.83189
0 1 0 0 2 4 6.74344
0 1 0 0 2 5 6.52165
0 1 0 0 2 6 12.34870
0 1 0 0 2 7 7.09826
0 1 0 0 2 8 7.44326
0 1 0 0 3 0 7.46046
0 1 0 0 3 1 6.98786
0 1 0 0 3 2 10.96897
0 1 0 0 3 3 6.88433
0 1 0 0 3 4 6.25849
0 1 0 0 3 5 6.21146
0 1 0 0 3 6 11.12159
0 1 0 0 3 7 7.14410
0 1 0 0 3 8 6.89154
1 1 0 1 0 0 11.00756
1 1 0 1 0 1 10.74820
1 1 0 1 0 2 16.44623
1 1 0 1 0 3 12.91871
1 1 0 1 0 4 12.37405
1 1 0 1 0 5 11.36542
1 1 0 1 0 6 16.23709
1 1 0 1 0 7 12.40887
1 1 0 1 0 8 12.05508
1 1 0 1 1 0 8.81330
1 1 0 1 1 1 7.88266
1 1 0 1 1 2 13.98474
1 1 0 1 1 3 9.15340
1 1 0 1 1 4 8.52884
1 1 0 1 1 5 7.92379
1 1 0 1 1 6 13.68885
1 1 0 1 1 7 8.88027
1 1 0 1 1 8 8.64207
1 1 0 1 2 0 7.29108
1 1 0 1 2 1 6.60243
1 1 0 1 2 2 12.02135
1 1 0 1 2 3 7.23339
1 1 0 1 2 4 6.55636
1 1 0 1 2 5 6.20016
1 1 0 1 2 6 11.93769
1 1 0 1 2 7 7.25553
1 1 0 1 2 8 6.82627
1 1 0 1 3 0 7.10968
1 1 0 1 3 1 6.65885
1 1 0 1 3 2 11.10688
1 1 0 1 3 3 7.22660
1 1 0 1 3 4 6.44002
1 1 0 1 3 5 6.45784
1 1 0 1 3 6 10.85130
1 1 0 1 3 7 7.12383
1 1 0 1 3 8 6.79260
2 1 0 2 0 0 11.88469
2 1 0 2 0 1 10.66379
2 1 0 2 0 2 17.57930
2 1 0 2 0 3 12.64682
2 1 0 2 0 4 12.42052
2 1 0 2 0 5 11.21964
2 1 0 2 0 6 18.16182
2 1 0 2 0 7 12.94239
2 1 0 2 0 8 12.10639
2 1 0 2 1 0 9.12604
2 1 0 2 1 1 7.93516
2 1 0 2 1 2 14.92527
2 1 0 2 1 3 8.79144
2 1 0 2 1 4 8.16225
2 1 0 2 1 5 7.54763
2 1 0 2 1 6 15.38246
2 1 0 2 1 7 8.80643
2 1 0 2 1 8 8.56611
2 1 0 2 2 0 7.47850
2 1 0 2 2 1 6.73775
2 1 0 2 2 2 12.43133
2 1 0 2 2 3 6.65332
2 1 0 2 2 4 6.10899
2 1 0 2 2 5 6.08561
2 1 0 2 2 6 12.60344
2 1 0 2 2 7 6.91071
2 1 0 2 2 8 6.74417
2 1 0 2 3 0 7.03540
2 1 0 2 3 1 6.89765
2 1 0 2 3 2 11.31407
2 1 0 2 3 3 6.59967
2 1 0 2 3 4 6.06891
2 1 0 2 3 5 6.04172
2 1 0 2 3 6 11.59160
2 1 0 2 3 7 6.88365
2 1 0 2 3 8 6.53890
3 1 0 3 0 0 11.11070
3 1 0 3 0 1 10.64807
3 1 0 3 0 2 15.17851
3 1 0 3 0 3 12.83977
3 1 0 3 0 4 12.35055
3 1 0 3 0 5 11.61141
3 1 0 3 0 6 15.29575
3 1 0 3 0 7 12.61423
3 1 0 3 0 8 11.85403
3 1 0 3 1 0 8.39462
3 1 0 3 1 1 7.53522
3 1 0 3 1 2 12.24827
3 1 0 3 1 3 8.73332
3 1 0 3 1 4 7.68191
3 1 0 3 1 5 7.31365
3 1 0 3 1 6 12.31306
3 1 0 3 1 7 8.78029
3 1 0 3 1 8 7.80689
3 1 0 3 2 0 7.10240
3 1 0 3 2 1 6.58491
3 1 0 3 2 2 10.52294
3 1 0 3 2 3 7.27812
3 1 0 3 2 4 6.06134
3 1 0 3 2 5 6.01684
3 1 0 3 2 6 10.55433
3 1 0 3 2 7 7.28973
3 1 0 3 2 8 6.52459
3 1 0 3 3 0 7.35475
3 1 0 3 3 1 6.84311
3 1 0 3 3 2 10.56332
3 1 0 3 3 3 7.53485
3 1 0 3 3 4 6.35651
3 1 0 3 3 5 6.29627
3 1 0 3 3 6 10.51867
3 1 0 3 3 7 7.55744
3 1 0 3 3 8 6.94637
4 1 0 4 0 0 17.51841
4 1 0 4 0 1 16.34660
4 1 0 4 0 2 22.38334
4 1 0 4 0 3 16.21731
4 1 0 4 0 4 16.58532
4 1 0 4 0 5 15.82770
4 1 0 4 0 6 22.84743
4 1 0 4 0 7 16.60066
4 1 0 4 0 8 16.55518
4 1 0 4 1 0 12.39742
4 1 0 4 1 1 11.05944
4 1 0 4 1 2 18.28784
4 1 0 4 1 3 10.33338
4 1 0 4 1 4 11.14628
4 1 0 4 1 5 10.47801
4 1 0 4 1 6 18.44003
4 1 0 4 1 7 10.83800
4 1 0 4 1 8 11.38288
4 1 0 4 2 0 8.46031
4 1 0 4 2 1 7.66922
4 1 0 4 2 2 14.46094
4 1 0 4 2 3 6.57477
4 1 0 4 2 4 7.55800
4 1 0 4 2 5 7.34179
4 1 0 4 2 6 14.47051
4 1 0 4 2 7 6.84132
4 1 0 4 2 8 7.99730
4 1 0 4 3 0 7.67089
4 1 0 4 3 1 7.44960
4 1 0 4 3 2 13.11791
4 1 0 4 3 3 6.57870
4 1 0 4 3 4 7.19037
4 1 0 4 3 5 7.18841
4 1 0 4 3 6 12.89961
4 1 0 4 3 7 7.05594
4 1 0 4 3 8 7.70544
5 1 0 5 0 0 15.85991
5 1 0 5 0 1 14.00095
5 1 0 5 0 2 21.06764
5 1 0 5 0 3 14.49826
5 1 0 5 0 4 14.96592
5 1 0 5 0 5 13.89802
5 1 0 5 0 6 20.67780
5 1 0 5 0 7 14.06868
5 1 0 5 0 8 14.89458
5 1 0 5 1 0 11.44724
5 1 0 5 1 1 9.61306
5 1 0 5 1 2 16.92695
5 1 0 5 1 3 9.79433
5 1 0 5 1 4 10.57894
5 1 0 5 1 5 9.34577
5 1 0 5 1 6 17.25988
5 1 0 5 1 7 9.49832
5 1 0 5 1 8 10.62370
5 1 0 5 2 0 8.16138
5 1 0 5 2 1 7.06067
5 1 0 5 2 2 13.99471
5 1 0 5 2 3 6.94358
5 1 0 5 2 4 7.39279
5 1 0 5 2 5 6.65444
5 1 0 5 2 6 14.14662
5 1 0 5 2 7 7.00790
5 1 0 5 2 8 7.87851
5 1 0 5 3 0 7.56030
5 1 0 5 3 1 6.94588
5 1 0 5 3 2 12.95781
5 1 0 5 3 3 6.70938
5 1 0 5 3 4 6.81570
5 1 0 5 3 5 6.61670
5 1 0 5 3 6 12.99747
5 1 0 5 3 7 6.90531
5 1 0 5 3 8 7.32715
6 1 0 6 0 0 16.19923
6 1 0 6 0 1 14.17983
6 1 0 6 0 2 25.08424
6 1 0 6 0 3 14.70615
6 1 0 6 0 4 14.50354
6 1 0 6 0 5 13.69019
6 1 0 6 0 6 25.24163
6 1 0 6 0 7 14.97362
6 1 0 6 0 8 14.79141
6 1 0 6 1 0 11.61588
6 1 0 6 1 1 9.70035
6 1 0 6 1 2 20.69716
6 1 0 6 1 3 9.34238
6 1 0 6 1 4 9.97175
6 1 0 6 1 5 9.35790
6 1 0 6 1 6 21.32654
6 1 0 6 1 7 9.88653
6 1 0 6 1 8 10.36014
6 1 0 6 2 0 8.05167
6 1 0 6 2 1 6.68882
6 1 0 6 2 2 16.43373
6 1 0 6 2 3 6.10291
6 1 0 6 2 4 7.15496
6 1 0 6 2 5 6.68977
6 1 0 6 2 6 16.46794
6 1 0 6 2 7 6.31496
6 1 0 6 2 8 7.53986
6 1 0 6 3 0 7.24328
6 1 0 6 3 1 6.86405
6 1 0 6 3 2 13.52422
6 1 0 6 3 3 5.69755
6 1 0 6 3 4 6.48121
6 1 0 6 3 5 6.64442
6 1 0 6 3 6 13.75386
6 1 0 6 3 7 6.01874
6 1 0 6 3 8 7.01592
7 1 0 7 0 0 17.54026
7 1 0 7 0 1 15.55100
7 1 0 7 0 2 23.02004
7 1 0 7 0 3 16.21015
7 1 0 7 0 4 16.43851
7 1 0 7 0 5 16.07894
7 1 0 7 0 6 23.26891
7 1 0 7 0 7 16.35233
7 1 0 7 0 8 16.86932
7 1 0 7 1 0 12.03448
7 1 0 7 1 1 10.33463
7 1 0 7 1 2 18.94384
7 1 0 7 1 3 10.42217
7 1 0 7 1 4 10.91720
7 1 0 7 1 5 10.47463
7 1 0 7 1 6 18.95805
7 1 0 7 1 7 10.91752
7 1 0 7 1 8 11.68987
7 1 0 7 2 0 8.14183
7 1 0 7 2 1 7.15212
7 1 0 7 2 2 15.16545
7 1 0 7 2 3 6.94984
7 1 0 7 2 4 7.13440
7 1 0 7 2 5 6.98851
7 1 0 7 2 6 15.22447
7 1 0 7 2 7 7.09954
7 1 0 7 2 8 7.99621
7 1 0 7 3 0 7.49849
7 1 0 7 3 1 7.36204
7 1 0 7 3 2 13.88810
7 1 0 7 3 3 7.08685
7 1 0 7 3 4 6.64434
7 1 0 7 3 5 7.08794
7 1 0 7 3 6 14.02867
7 1 0 7 3 7 7.05320
7 1 0 7 3 8 7.34295
8 1 0 8 0 0 14.11709
